ID,Renamed,Sample_or_Control,SampleID,Site,County ,State,WA,NV,UT,KS,NJ,NY,CT,RI,Flyway,Atlantic,Central,Pacific,Date,Age,Sex,Latitude ,Longitude,UTM (universal transverse mercator),Notes,How Collected,Control
117,402CHYU,402,402CHYU,Memorial Park Bristol ,Hartford,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/20/2019,HY,U,41.66886,-72.93115,,,,C3_1
118,405CHYU,405,405CHYU,Memorial Park Bristol ,Hartford,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/20/2019,HY,U,41.66886,-72.93115,,,,C3_1
119,408CHYU,408,408CHYU,Memorial Park Bristol ,Hartford,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/20/2019,HY,U,41.66886,-72.93115,,,,C3_1
120,411CHYU,411,411CHYU,Memorial Park Bristol ,Hartford,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/20/2019,HY,U,41.66886,-72.93115,,,,C3_1
142,362CAHYU,362,362CAHYU,Pequot Avenue,New London,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/18/2019,AHY,U,41.32239,-72.08855,,,,C4_1 
143,364CAHYU,364,364CAHYU,Pequot Avenue,New London,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/18/2019,AHY,U,41.32239,-72.08855,,,,C4_1
144,368CAHYU,368,368CAHYU,Pequot Avenue,New London,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/18/2019,AHY,U,41.32239,-72.08855,,,,C4_1
145,372CAHYU,372,372CAHYU,Pequot Avenue,New London,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/18/2019,AHY,U,41.32239,-72.08855,,,,C4_1
146,377CAHYU,377,377CAHYU,Pequot Avenue,New London,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/18/2019,AHY,U,41.32239,-72.08855,,,,C4_1
157,461CUU,461,461CUU,Rotary Park Putnum,Windam,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/27/2019,U,U,41.91731,-71.91068,,,,C4_2
158,463CUU,463,463CUU,Rotary Park Putnum,Windam,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/27/2019,U,U,41.91731,-71.91068,,,,C4_2
159,464CUU,464,464CUU,Rotary Park Putnum,Windam,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/27/2019,U,U,41.91731,-71.91068,,,,C4_2
160,470CUU,470,470CUU,Rotary Park Putnum,Windam,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/27/2019,U,U,41.91731,-71.91068,,,,C4_2
161,480CUU,480,480CUU,Rotary Park Putnum,Windam,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/27/2019,U,U,41.91731,-71.91068,,,Most Likely AHY,C4_2
183,481CHYU,481,481CHYU,Toland Country Club,Tolland,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/26/2019,HY,U,41.8028,-72.39482,,,,C4_1
184,484CUU,484,484CUU,Toland Country Club,Tolland,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/26/2019,U,U,41.8028,-72.39482,,,Most Likely AHY,C4_1
185,486CHYU,486,486CHYU,Toland Country Club,Tolland,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/26/2019,HY,U,41.8028,-72.39482,,,,C4_1
186,488CUU,488,488CUU,Toland Country Club,Tolland,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/26/2019,U,U,41.8028,-72.39482,,,Most Likely AHY,C4_1
187,490CUU,490,490CUU,Toland Country Club,Tolland,CT,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Atlantic ,1.00,0.00,0.00,6/26/2019,U,U,41.8028,-72.39482,,,Most Likely AHY,C4_1
11,254NHYM,254,254NHYM,Beesley's Point,Cape May ,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/26/2019,HY,M,39.287952,-74.628883,,,,C2_1
12,255NHYM,255,255NHYM,Beesley's Point,Cape May ,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/26/2019,HY,M,39.287952,-74.628883,,,,C2_1
13,256NAHYM,256,256NAHYM,Beesley's Point,Cape May ,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/26/2019,AHY,M,39.287952,-74.628883,,,,C2_1
14,257NHYM,257,257NHYM,Beesley's Point,Cape May ,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/26/2019,HY,M,39.287952,-74.628883,,,,C2_1
15,258NHYM,258,258NHYM,Beesley's Point,Cape May ,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/26/2019,HY,M,39.287952,-74.628883,,,,C2_1
16,259NHYF,259,259NHYF,Beesley's Point,Cape May ,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/26/2019,HY,F,39.287952,-74.628883,,,,C2_1
17,260NAHYF,260,260NAHYF,Beesley's Point,Cape May ,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/26/2019,AHY,F,39.287952,-74.628883,,,,C2_1
61,249NHYF,249,249NHYF,Elmer Lake,Salem,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/24/2019,HY,F,39.594686,-75.165553,,,,C2_1
62,250NHYM,250,250NHYM,Elmer Lake,Salem,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/24/2019,HY,M,39.594686,-75.165553,,,,C2_1
63,251NHY,251,251NHY,Elmer Lake,Salem,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/24/2019,HY,F,39.594686,-75.165553,,,,C2_1
64,252NAHYF,252,252NAHYF,Elmer Lake,Salem,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/24/2019,AHY,F,39.594686,-75.165553,,,,C2_1
70,237NHYM,237,237NHYM,Hackettstown,Warren,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/19/2019,HY,M,40.841379,-74.833059,,,,C2_1
71,238NHYF,238,238NHYF,Hackettstown,Warren,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/19/2019,HY,F,40.841379,-74.833059,,,,C2_1
72,239NAHYM,239,239NAHYM,Hackettstown,Warren,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/19/2019,AHY,M,40.841379,-74.833059,,,,C2_1
73,240NAHYM,240,240NAHYM,Hackettstown,Warren,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/19/2019,AHY,M,40.841379,-74.833059,,,,C2_1
74,241NAHYF,241,241NAHYF,Hackettstown,Warren,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/19/2019,AHY,F,40.841379,-74.833059,,,,C2_1
75,242NHYF,242,242NHYF,Hackettstown,Warren,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/19/2019,HY,F,40.841379,-74.833059,,,,C2_1
136,243NHYF,243,243NHYF,Otto Pehle,Bergen,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/20/2019,HY,F,40.917125,-74.090061,,,,C2_1
137,244NHYF,244,244NHYF,Otto Pehle,Bergen,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/20/2019,HY,F,40.917125,-74.090061,,,,C2_1
138,245NHYM,245,245NHYM,Otto Pehle,Bergen,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/20/2019,HY,M,40.917125,-74.090061,,,,C2_1
139,246NHYM,246,246NHYM,Otto Pehle,Bergen,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/20/2019,HY,M,40.917125,-74.090061,,,,C2_1
140,247NAHYM,247,247NAHYM,Otto Pehle,Bergen,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/20/2019,AHY,M,40.917125,-74.090061,,,,C2_1
141,248NHYF,248,248NHYF,Otto Pehle,Bergen,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/20/2019,HY,F,40.917125,-74.090061,,,,C2_1
177,231NHYM,231,231NHYM,Stanton Station,Hunterdon,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/18/2019,HY,M,40.580925,-74.891371,,,,C1_2
178,232NHYM,232,232NHYM,Stanton Station,Hunterdon,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/18/2019,HY,M,40.580925,-74.891371,,,,C1_2
179,233NHYM,233,233NHYM,Stanton Station,Hunterdon,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/18/2019,HY,M,40.580925,-74.891371,,,,C2_1
180,234NAHYM,234,234NAHYM,Stanton Station,Hunterdon,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/18/2019,AHY,M,40.580925,-74.891371,,,,C2_1
181,235AHYF,235,235AHYF,Stanton Station,Hunterdon,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/18/2019,AHY,F,40.580925,-74.891371,,,,C2_1
182,236NAHYF,236,236NAHYF,Stanton Station,Hunterdon,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,6/18/2019,AHY,F,40.580925,-74.891371,,,,C2_1
198,253NUU,253,253NUU,U,U,NJ,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,,U,U,,,,,,C2_1
1,g2NHYU,502,g2NHYU,Auction Barn Resturant,Washington,NY,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,7/3/2019,HY,U,43.16325942,-73.50411611,,,,C4_2
2,g4NUU,504,g4NUU,Auction Barn Resturant,Washington,NY,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,7/3/2019,U,U,43.16325942,-73.50411611,,,,C4_2
3,g5NUU,505,g5NUU,Auction Barn Resturant,Washington,NY,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,7/3/2019,U,U,43.16325942,-73.50411611,,,,C4_2
4,g6NUU,506,g6NUU,Auction Barn Resturant,Washington,NY,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,7/3/2019,U,U,43.16325942,-73.50411611,,,,C4_2
5,g16NHYU,516,g16NHYU,Auction Barn Resturant,Washington,NY,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,7/3/2019,HY,U,43.16325942,-73.50411611,,,,C4_2
41,g7NUU,507,g7NUU,Cossayuna Lake,Washington,NY,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,7/3/2019,U,U,43.20120685,-73.42578187,,,,C4_1
42,g22NUU,522,g22NUU,Cossayuna Lake,Washington,NY,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,7/3/2019,U,U,43.20120685,-73.42578187,,,,C4_1
43,g24NUU,524,g24NUU,Cossayuna Lake,Washington,NY,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,7/3/2019,U,U,43.20120685,-73.42578187,,,,C4_1
44,g27NUU,527,g27NUU,Cossayuna Lake,Washington,NY,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,7/3/2019,U,U,43.20120685,-73.42578187,,,,C4_1
45,g28NAHYU,528,g28NAHYU,Cossayuna Lake,Washington,NY,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,Atlantic ,1.00,0.00,0.00,7/3/2019,AHY,U,43.20120685,-73.42578187,,,Was on hot car for 10 ish minutes,C4_1
126,374RHYU,374,374RHYU,Narrow River Fishing Access ,Washington,RI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,Atlantic ,1.00,0.00,0.00,6/21/2019,HY,U,41.46731,-71.45036,,,,C4_2
127,376RHYU,376,376RHYU,Narrow River Fishing Access ,Washington,RI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,Atlantic ,1.00,0.00,0.00,6/21/2019,HY,U,41.46731,-71.45036,,,,C4_2
128,423RAHYU,423,423RAHYU,Narrow River Fishing Access ,Washington,RI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,Atlantic ,1.00,0.00,0.00,6/21/2019,AHY,U,41.46731,-71.45036,,,,C4_2
129,432RAHYU,432,432RAHYU,Narrow River Fishing Access ,Washington,RI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,Atlantic ,1.00,0.00,0.00,6/21/2019,AHY,U,41.46731,-71.45036,,,,C4_2
130,437RAHYU,437,437RAHYU,Narrow River Fishing Access ,Washington,RI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,Atlantic ,1.00,0.00,0.00,6/21/2019,AHY,U,41.46731,-71.45036,,,,C4_2
106,154KUU,154,154KUU,Meadow Lake,Reno,KS,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/25/2019,U,U,38.082158,-97.868509,,,,C1_2
107,160KUU,160,160KUU,Meadow Lake,Reno,KS,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/25/2019,U,U,38.082158,-97.868509,,,,C1_2
108,165KUU,165,165KUU,Meadow Lake,Reno,KS,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/25/2019,U,U,38.082158,-97.868509,,,,C1_2
109,168KUU,168,168KUU,Meadow Lake,Reno,KS,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/25/2019,U,U,38.082158,-97.868509,,,,C1_2
110,190KUU,190,190KUU,Meadow Lake,Reno,KS,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/25/2019,U,U,38.082158,-97.868509,,,,C1_2
131,167KAHYM,167,167KAHYM,Ottawa State Lake,Ottawa,KS,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/26/2019,AHY,M,39.10955,-97.566589,,,,C1_2
132,170KAHYF,170,170KAHYF,Ottawa State Lake,Ottawa,KS,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/25/2019,AHY,F,39.10955,-97.566589,,,,C1_2
133,171KHYF,171,171KHYF,Ottawa State Lake,Ottawa,KS,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/26/2019,HY,F,39.10955,-97.566589,,,,C1_2
134,188KAHYM,188,188KAHYM,Ottawa State Lake,Ottawa,KS,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/26/2019,AHY,M,39.10955,-97.566589,,,,C1_2
135,193KHYM,193,193KHYM,Ottawa State Lake,Ottawa,KS,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/26/2019,HY,M,39.10955,-97.566589,,,,C1_2
188,153KUU,153,153KUU,Wilson Reservoir,Russell,KS,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/26/2019,U,U,38.93589,-98.49788,,,,C1_2
189,157KUU,157,157KUU,Wilson Reservoir,Russell,KS,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/26/2019,U,U,38.93589,-98.49788,,,,C1_2
190,159KUU,159,159KUU,Wilson Reservoir,Russell,KS,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/26/2019,U,U,38.93589,-98.49788,,,,C1_2
191,163KUU,163,163KUU,Wilson Reservoir,Russell,KS,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/26/2019,U,U,38.93589,-98.49788,,,,C1_2
192,169KUU,169,169KUU,Wilson Reservoir,Russell,KS,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/26/2019,U,U,38.93589,-98.49788,,,,C1_2
6,21UHYF,21,21UHYF,Bear River Bay,Box Elder County,UT,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/12/2019,HY,F,41.5077,-112.0691,,These were in the front office for some time might be over the 30 days :/,,C1_1
7,23UHYF,23,23UHYF,Bear River Bay,Box Elder County,UT,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,Central,0.00,1.00,0.00,6/12/2019,HY,F,41.5077,-112.0691,,These were in the front office for some time might be over the 30 days :/,,C1_1
